"Id","SourceId","Priority","Status","System","Category","Files","Evidence","Risk","RecommendedFix","Verification","Notes","Source"
"RB-05196","P10-F05196","P2","Open","Staff Toolbar<->Regions","Region and map assumptions","","Labels=DependsOn;StaffDependency; Evidence=Regions:docs/wiki/AI_OVERHAUL_AUDIT.md;Regions:docs/wiki/Housing_System.md;Regions:docs/wiki/offline-skill-training.md:L38;Regions:docs/wiki/SystemAudit.md:L24;Staff Toolbar->Regions:DirectReference:Data/Scripts/Custom/Staff Toolbar [2.0]/Toolbar.cs:L642:Region;Staff Toolbar:docs/wiki/Staff_Toolbar.md","Runtime;Policy;Gameplay","Review region precedence with the paired system before changing region, travel, PvP, or government policy.","Manual source review plus dependency graph rerun after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-05197","P10-F05197","P2","Open","Static Gump Tool<->Regions","Region and map assumptions","","Labels=DependsOn;StaffDependency; Evidence=Regions:docs/wiki/AI_OVERHAUL_AUDIT.md;Regions:docs/wiki/Housing_System.md;Regions:docs/wiki/offline-skill-training.md:L38;Regions:docs/wiki/SystemAudit.md:L24;Static Gump Tool->Regions:DirectReference:Data/Scripts/Custom/OzThothStaticGump/Side Gumps/AddAnimation.cs:L35:Region;Static Gump Tool->Regions:DirectReference:Data/Scripts/Custom/OzThothStaticGump/Side Gumps/AddArch.cs:L35:Region;Static Gump Tool->Regions:DirectReference:Data/Scripts/Custom/O...","Runtime;Policy;Gameplay","Review region precedence with the paired system before changing region, travel, PvP, or government policy.","Manual source review plus dependency graph rerun after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-05198","P10-F05198","P2","Open","Spell Framework<->Regions","Region and map assumptions","","Labels=DependsOn; Evidence=Regions->Spell Framework:DirectReference:Data/Scripts/System/Misc/Spawning.cs:L9216:Spellbook;Regions->Spell Framework:DirectReference:Data/Scripts/System/Obsolete/Obsolete.cs:L16235:Spellbook;Regions:docs/wiki/AI_OVERHAUL_AUDIT.md;Regions:docs/wiki/Housing_System.md;Regions:docs/wiki/offline-skill-training.md:L38;Regions:docs/wiki/SystemAudit.md:L24;Spell Framework->Regions:DirectReference:Data/Scripts/Magic/Bard/SongSpells.cs:L12:Region;Spell Framework->Regions:Di...","Runtime;Policy;Gameplay","Review region precedence with the paired system before changing region, travel, PvP, or government policy.","Manual source review plus dependency graph rerun after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-05199","P10-F05199","P2","Open","Magic Schools<->Regions","Region and map assumptions","","Labels=DependsOn; Evidence=Magic Schools->Regions:DirectReference:Data/Scripts/Magic/Bard/SongSpells.cs:L12:Region;Magic Schools->Regions:DirectReference:Data/Scripts/Magic/Death Knight/Spells/WrathSpell.cs:L6:Region;Magic Schools->Regions:DirectReference:Data/Scripts/Magic/Elementalism/Sphere 1/Elemental_Sanctuary.cs:L6:Region;Magic Schools->Regions:DirectReference:Data/Scripts/Magic/Elementalism/Sphere 3/Elemental_Warp.cs:L5:Region;Magic Schools:docs/wiki/AI_OVERHAUL_AUDIT.md;Magic Schools:...","Runtime;Policy;Gameplay","Review region precedence with the paired system before changing region, travel, PvP, or government policy.","Manual source review plus dependency graph rerun after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-05200","P10-F05200","P2","Open","Crafting Core<->Regions","Region and map assumptions","","Labels=DependsOn; Evidence=Crafting Core->Regions:DirectReference:Data/Scripts/Trades/Core/CraftItem.cs:L318:Region;Crafting Core->Regions:DirectReference:Data/Scripts/Trades/Core/Gumps/CraftGump.cs:L64:Region;Crafting Core->Regions:DirectReference:Data/Scripts/Trades/Core/Gumps/CraftGumpItem.cs:L129:Region;Crafting Core:docs/wiki/Apiculture_Beekeeping.md;Crafting Core:docs/wiki/Crafting_Core.md;Crafting Core:docs/wiki/Standard_Crafting.md:L234;Crafting Core:docs/wiki/Standard_Crafting.md:L23...","Runtime;Policy;Gameplay","Review region precedence with the paired system before changing region, travel, PvP, or government policy.","Manual source review plus dependency graph rerun after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-05201","P10-F05201","P2","Open","Harvest System<->Regions","Region and map assumptions","","Labels=DependsOn; Evidence=Harvest System->Regions:DirectReference:Data/Scripts/Items/Trades/Harvest Tools/BaseHarvestTool.cs:L256:Region;Harvest System->Regions:DirectReference:Data/Scripts/Trades/Harvest/Fishing.cs:L42:Region;Harvest System->Regions:DirectReference:Data/Scripts/Trades/Harvest/HarvestSystem.cs:L9:Region;Harvest System->Regions:DirectReference:Data/Scripts/Trades/Harvest/Lumberjacking.cs:L41:Region;Harvest System:docs/wiki/Apiculture_Beekeeping.md:L307;Harvest System:docs/wik...","Runtime;Policy;Gameplay","Review region precedence with the paired system before changing region, travel, PvP, or government policy.","Manual source review plus dependency graph rerun after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-05202","P10-F05202","P2","Open","Bulk Orders<->Regions","Region and map assumptions","","Labels=DependsOn; Evidence=Bulk Orders->Regions:DirectReference:Data/Scripts/Items/Misc/Bodies/Corpses/Corpse.cs:L1095:Region;Bulk Orders->Regions:DirectReference:Data/Scripts/Magic/Mystic/Spells/PurityOfBody.cs:L5:Region;Bulk Orders->Regions:DirectReference:Data/Scripts/Magic/Syth/Spells/Clone.cs:L6:Region;Bulk Orders->Regions:DirectReference:Data/Scripts/Mobiles/Base/BaseVendor.cs:L12:Region;Bulk Orders:docs/wiki/Animal_Shape_Stones.md;Bulk Orders:docs/wiki/Bulk_Order_System.md;Bulk Orders:...","Runtime;Policy;Gameplay","Review region precedence with the paired system before changing region, travel, PvP, or government policy.","Manual source review plus dependency graph rerun after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-05203","P10-F05203","P2","Open","Gardening<->Regions","Region and map assumptions","","Labels=DependsOn; Evidence=Gardening->Regions:DirectReference:Data/Scripts/Custom/OzThothStaticGump/Side Gumps/addplants.cs:L35:Region;Gardening->Regions:DirectReference:Data/Scripts/Mobiles/Plants/DeadReaper.cs:L7:Region;Gardening:docs/wiki/Gardening_System.md;Gardening:docs/wiki/Misc_Core_Systems.md;Gardening:docs/wiki/SystemAudit.md:L40;Regions:docs/wiki/AI_OVERHAUL_AUDIT.md;Regions:docs/wiki/Housing_System.md;Regions:docs/wiki/offline-skill-training.md:L38;Regions:docs/wiki/SystemAudit.md...","Runtime;Policy;Gameplay","Review region precedence with the paired system before changing region, travel, PvP, or government policy.","Manual source review plus dependency graph rerun after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-05204","P10-F05204","P2","Open","Housing<->Regions","Region and map assumptions","","Labels=DependsOn; Evidence=Housing->Regions:DirectReference:Data/Scripts/Items/Houses/AdvertiserVendor.cs:L12:Region;Housing->Regions:DirectReference:Data/Scripts/Items/Houses/BaseHouse.cs:L4476:BaseRegion;Housing->Regions:DirectReference:Data/Scripts/Items/Houses/Deeds.cs:L33:Region;Housing->Regions:DirectReference:Data/Scripts/Items/Houses/HouseFoundation.cs:L2271:Region;Housing:docs/wiki/Flip_Deed.md;Housing:docs/wiki/Housing_System.md;Housing:docs/wiki/offline-skill-training.md:L38;Housin...","Runtime;Policy;Gameplay","Review region precedence with the paired system before changing region, travel, PvP, or government policy.","Manual source review plus dependency graph rerun after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-05205","P10-F05205","P2","Open","Boats<->Regions","Region and map assumptions","","Labels=DependsOn;DocRisk; Evidence=Boats->Regions:DirectReference:Data/Scripts/Custom/BoatNavigationTotem/BoatNavigationTotam.cs:L86:Region;Boats->Regions:DirectReference:Data/Scripts/Items/Boats/BaseBoat.cs:L1198:Region;Boats->Regions:DirectReference:Data/Scripts/Items/Boats/BaseBoatDeed.cs:L6:Region;Boats->Regions:DirectReference:Data/Scripts/Items/Boats/BaseDockedBoat.cs:L5:Region;Boats:docs/wiki/Boat_Core_Mechanics.md;Boats:docs/wiki/boat-navigation-control.md;Boats:docs/wiki/SystemAudit....","Runtime;Policy;Gameplay","Review region precedence with the paired system before changing region, travel, PvP, or government policy.","Manual source review plus dependency graph rerun after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-05206","P10-F05206","P2","Open","Regions<->PlayerMobile Core","Region and map assumptions","","Labels=DependsOn; Evidence=PlayerMobile Core->Regions:DirectReference:Data/Scripts/Mobiles/Base/PlayerMobile.cs:L6084:BaseRegion;PlayerMobile Core:docs/wiki/Animal_Trainer_Stable_Claim.md;PlayerMobile Core:docs/wiki/Barbaric_Play_Style.md;PlayerMobile Core:docs/wiki/SystemAudit.md:L47;PlayerMobile Core:docs/wiki/SystemAudit.md:L60;Regions->PlayerMobile Core:DirectReference:Data/Scripts/System/Misc/Reporting.cs:L156:PlayerMobile;Regions->PlayerMobile Core:DirectReference:Data/Scripts/System/Ob...","Runtime;Policy;Gameplay","Review region precedence with the paired system before changing region, travel, PvP, or government policy.","Manual source review plus dependency graph rerun after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-05207","P10-F05207","P2","Open","Regions<->Vendor Core","Region and map assumptions","","Labels=DependsOn; Evidence=Regions->Vendor Core:DirectReference:Data/Scripts/Items/Houses/BaseHouse.cs:L22:Vendor;Regions->Vendor Core:DirectReference:Data/Scripts/System/Misc/Spawning.cs:L2192:BaseVendor;Regions->Vendor Core:DirectReference:Data/Scripts/System/Obsolete/Obsolete.cs:L2616:BaseVendor;Regions->Vendor Core:DirectReference:Data/Scripts/System/Regions/BardTownRegion.cs:L77:BaseVendor;Regions:docs/wiki/AI_OVERHAUL_AUDIT.md;Regions:docs/wiki/Housing_System.md;Regions:docs/wiki/offlin...","Runtime;Policy;Gameplay","Review region precedence with the paired system before changing region, travel, PvP, or government policy.","Manual source review plus dependency graph rerun after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-05208","P10-F05208","P2","Open","Regions<->Obsolete Scripts","Region and map assumptions","","Labels=DependsOn; Evidence=Obsolete Scripts->Regions:DirectReference:Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_BootsofHermes.cs:L28:Region;Obsolete Scripts->Regions:DirectReference:Data/Scripts/System/Obsolete/Herbalism.cs:L65:Region;Obsolete Scripts->Regions:DirectReference:Data/Scripts/System/Obsolete/Obsolete.cs:L4002:BaseRegion;Obsolete Scripts:docs/wiki/AI_OVERHAUL_AUDIT.md;Obsolete Scripts:docs/wiki/Magery_Spell_Color_Setting.md;Obsolete Scripts:docs/wiki/SystemAudit.md:L10...","Runtime;Policy;Gameplay","Review region precedence with the paired system before changing region, travel, PvP, or government policy.","Manual source review plus dependency graph rerun after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-05209","P10-F05209","P1","Ready","Boats","PlayerMobile coupling","","Boats->PlayerMobile Core; DirectReference; Data/Scripts/Items/Boats/BaseBoat.cs:L834:PlayerMobile","Save;Runtime;Player","Review shared player fields, save compatibility, and policy ordering before changing PlayerMobile or the dependent system.","Manual source review; rerun serialization register, dependency graph, and affected build after PlayerMobile edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-05210","P10-F05210","P1","Ready","Boats","PlayerMobile coupling","","Boats->PlayerMobile Core; DirectReference; Data/Scripts/Items/Boats/BoatDoor.cs:L72:PlayerMobile","Save;Runtime;Player","Review shared player fields, save compatibility, and policy ordering before changing PlayerMobile or the dependent system.","Manual source review; rerun serialization register, dependency graph, and affected build after PlayerMobile edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
