"SystemA","SystemB","DomainsA","DomainsB","Labels","RelationshipSummary","EvidenceStrength","EdgeCount","HardEdgeCount","SoftEdgeCount","SpeculativeEdgeCount","GraphEdgeTypes","RuntimeHookCount","DocumentationRiskCount","KnownNeedsReworkCount","RiskType","ObjectiveImpact","StaffDependency","Recommendation","Evidence","Verification","ReviewStatus"
"Bulk Orders","Regions","Crafting;Economy","World;PvP;Government","DependsOn","Dependency graph has hard source/runtime/save/project/config edges between these systems.","SourceVerified","15","15","0","0","DirectReference","366","10","8","MaintenanceCoupling","Shared runtime or persistence surface; player objective impact requires source review before behavior changes.","False","Review exact edges before moving files or changing behavior.","Bulk Orders->Regions:DirectReference:Data/Scripts/Items/Misc/Bodies/Corpses/Corpse.cs:L1095:Region;Bulk Orders->Regions:DirectReference:Data/Scripts/Magic/Mystic/Spells/PurityOfBody.cs:L5:Region;Bulk Orders->Regions:DirectReference:Data/Scripts/Magic/Syth/Spells/Clone.cs:L6:Region;Bulk Orders->Regions:DirectReference:Data/Scripts/Mobiles/Base/BaseVendor.cs:L12:Region;Bulk Orders:docs/wiki/Animal_Shape_Stones.md;Bulk Orders:docs/wiki/Bulk_Order_System.md;Bulk Orders:docs/wiki/SystemAudit.md:L2...","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","Reviewed"
"Bulk Orders","PlayerMobile Core","Crafting;Economy","Core;Progression;Combat","DependsOn","Dependency graph has hard source/runtime/save/project/config edges between these systems.","SourceVerified","7","7","0","0","DirectReference","60","12","15","MaintenanceCoupling","Shared runtime or persistence surface; player objective impact requires source review before behavior changes.","False","Review exact edges before moving files or changing behavior.","Bulk Orders->PlayerMobile Core:DirectReference:Data/Scripts/Items/Misc/Bodies/Corpses/Corpse.cs:L84:PlayerMobile;Bulk Orders->PlayerMobile Core:DirectReference:Data/Scripts/Mobiles/Base/BaseVendor.cs:L229:PlayerMobile;Bulk Orders->PlayerMobile Core:DirectReference:Data/Scripts/Trades/Bulk Orders/Books/BulkOrderBook.cs:L75:PlayerMobile;Bulk Orders->PlayerMobile Core:DirectReference:Data/Scripts/Trades/Bulk Orders/Books/Gumps/BOBFilterGump.cs:L12:PlayerMobile;Bulk Orders:docs/wiki/Animal_Shape_...","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","Reviewed"
"Bulk Orders","Vendor Core","Crafting;Economy","Economy","DependsOn","Dependency graph has hard source/runtime/save/project/config edges between these systems.","SourceVerified","17","17","0","0","DirectReference","208","18","22","MaintenanceCoupling","Shared runtime or persistence surface; player objective impact requires source review before behavior changes.","False","Review exact edges before moving files or changing behavior.","Bulk Orders->Vendor Core:DirectReference:Data/Scripts/Items/Misc/Bodies/Corpses/Corpse.cs:L1388:BaseVendor;Bulk Orders->Vendor Core:DirectReference:Data/Scripts/Mobiles/Base/BaseVendor.cs:L25:BaseVendor;Bulk Orders->Vendor Core:DirectReference:Data/Scripts/Trades/Bulk Orders/Books/Gumps/BOBGump.cs:L353:Vendor;Bulk Orders->Vendor Core:DirectReference:Data/Scripts/Trades/Bulk Orders/Books/Gumps/BODBuyGump.cs:L21:Vendor;Bulk Orders:docs/wiki/Animal_Shape_Stones.md;Bulk Orders:docs/wiki/Bulk_Orde...","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","Reviewed"
"Bulk Orders","Obsolete Scripts","Crafting;Economy","Legacy;Documentation","NoLink","No generated dependency graph edge or Phase 9 manual review rule connects these systems.","NoGeneratedEvidence","0","0","0","0","","71","7","4","NoneGenerated","No direct player objective relationship generated by this audit pass.","False","No action unless future source review finds a hidden dependency.","Bulk Orders:docs/wiki/Animal_Shape_Stones.md;Bulk Orders:docs/wiki/Bulk_Order_System.md;Bulk Orders:docs/wiki/SystemAudit.md:L29;Bulk Orders:docs/wiki/SystemAudit.md:L41;Negative evidence: no pair edge in dependency graph and no manual Phase 9 rule.;Obsolete Scripts:docs/wiki/Magery_Spell_Color_Setting.md;Obsolete Scripts:docs/wiki/Obsolete_Script_Collection.md;Obsolete Scripts:docs/wiki/SystemAudit.md:L103","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","NoGeneratedLink"
"Gardening","Housing","Crafting;Economy","Housing;Economy","DependsOn","Dependency graph has hard source/runtime/save/project/config edges between these systems.","SourceVerified","1","1","0","0","DirectReference","313","5","7","MaintenanceCoupling","Shared runtime or persistence surface; player objective impact requires source review before behavior changes.","False","Review exact edges before moving files or changing behavior.","Gardening:docs/wiki/Misc_Core_Systems.md;Gardening:docs/wiki/SystemAudit.md:L40;Housing->Gardening:DirectReference:Data/Scripts/Mobiles/Base/StoreSalesList.cs:L21818:PlantBowl;Housing:docs/wiki/Flip_Deed.md;Housing:docs/wiki/Housing_System.md;Housing:docs/wiki/offline-skill-training.md:L38;Housing:docs/wiki/SystemAudit.md:L71","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","Reviewed"
"Gardening","Boats","Crafting;Economy","Travel;Housing","NoLink","No generated dependency graph edge or Phase 9 manual review rule connects these systems.","NoGeneratedEvidence","0","0","0","0","","106","5","5","NoneGenerated","No direct player objective relationship generated by this audit pass.","False","No action unless future source review finds a hidden dependency.","Boats:docs/wiki/Boat_Core_Mechanics.md;Boats:docs/wiki/boat-navigation-control.md;Boats:docs/wiki/SystemAudit.md:L15;Boats:docs/wiki/SystemAudit.md:L6;Gardening:docs/wiki/Misc_Core_Systems.md;Gardening:docs/wiki/SystemAudit.md:L40;Negative evidence: no pair edge in dependency graph and no manual Phase 9 rule.","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","NoGeneratedLink"
"Gardening","Regions","Crafting;Economy","World;PvP;Government","DependsOn","Dependency graph has hard source/runtime/save/project/config edges between these systems.","SourceVerified","2","2","0","0","DirectReference","351","8","6","MaintenanceCoupling","Shared runtime or persistence surface; player objective impact requires source review before behavior changes.","False","Review exact edges before moving files or changing behavior.","Gardening->Regions:DirectReference:Data/Scripts/Custom/StaffTools/StaticGumpTool/Side Gumps/addplants.cs:L35:Region;Gardening->Regions:DirectReference:Data/Scripts/Mobiles/Plants/DeadReaper.cs:L7:Region;Gardening:docs/wiki/Misc_Core_Systems.md;Gardening:docs/wiki/SystemAudit.md:L40;Regions:docs/wiki/Housing_System.md;Regions:docs/wiki/Magery_Spell_Color_Setting.md;Regions:docs/wiki/offline-skill-training.md:L38;Regions:docs/wiki/SystemAudit.md:L24","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","Reviewed"
"Gardening","PlayerMobile Core","Crafting;Economy","Core;Progression;Combat","NoLink","No generated dependency graph edge or Phase 9 manual review rule connects these systems.","NoGeneratedEvidence","0","0","0","0","","45","10","13","NoneGenerated","No direct player objective relationship generated by this audit pass.","False","No action unless future source review finds a hidden dependency.","Gardening:docs/wiki/Misc_Core_Systems.md;Gardening:docs/wiki/SystemAudit.md:L40;Negative evidence: no pair edge in dependency graph and no manual Phase 9 rule.;PlayerMobile Core:docs/wiki/Animal_Trainer_Stable_Claim.md;PlayerMobile Core:docs/wiki/Barbaric_Play_Style.md;PlayerMobile Core:docs/wiki/SystemAudit.md:L47;PlayerMobile Core:docs/wiki/SystemAudit.md:L60","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","NoGeneratedLink"
"Gardening","Vendor Core","Crafting;Economy","Economy","DependsOn","Dependency graph has hard source/runtime/save/project/config edges between these systems.","SourceVerified","1","1","0","0","DirectReference","193","16","20","MaintenanceCoupling","Shared runtime or persistence surface; player objective impact requires source review before behavior changes.","False","Review exact edges before moving files or changing behavior.","Gardening:docs/wiki/Misc_Core_Systems.md;Gardening:docs/wiki/SystemAudit.md:L40;Vendor Core->Gardening:DirectReference:Data/Scripts/Mobiles/Base/StoreSalesList.cs:L21818:PlantBowl;Vendor Core:docs/CCWM/Confictura_Codex_World_Map.md:L9444;Vendor Core:docs/wiki/Animal_Trainer_Stable_Claim.md;Vendor Core:docs/wiki/Apiculture_Beekeeping.md;Vendor Core:docs/wiki/Book_Publisher.md:L28","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","Reviewed"
"Gardening","Obsolete Scripts","Crafting;Economy","Legacy;Documentation","DependsOn","Dependency graph has hard source/runtime/save/project/config edges between these systems.","SourceVerified","1","1","0","0","DirectReference","56","5","2","MaintenanceCoupling","Shared runtime or persistence surface; player objective impact requires source review before behavior changes.","False","Review exact edges before moving files or changing behavior.","Gardening:docs/wiki/Misc_Core_Systems.md;Gardening:docs/wiki/SystemAudit.md:L40;Obsolete Scripts->Gardening:DirectReference:Data/Scripts/System/Obsolete/GardenTool.cs:L18:Gardening;Obsolete Scripts:docs/wiki/Magery_Spell_Color_Setting.md;Obsolete Scripts:docs/wiki/Obsolete_Script_Collection.md;Obsolete Scripts:docs/wiki/SystemAudit.md:L103","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","Reviewed"
"Housing","Boats","Housing;Economy","Travel;Housing","DependsOn","Dependency graph has hard source/runtime/save/project/config edges between these systems.","SourceVerified","3","3","0","0","DirectReference","329","8","10","MaintenanceCoupling","Shared runtime or persistence surface; player objective impact requires source review before behavior changes.","False","Review exact edges before moving files or changing behavior.","Boats->Housing:DirectReference:Data/Scripts/Items/Boats/DockingLantern.cs:L63:BaseHouse;Boats:docs/wiki/Boat_Core_Mechanics.md;Boats:docs/wiki/boat-navigation-control.md;Boats:docs/wiki/SystemAudit.md:L15;Boats:docs/wiki/SystemAudit.md:L6;Housing->Boats:DirectReference:Data/Scripts/Items/Decorations/HouseSign.cs:L452:Shipwright;Housing->Boats:DirectReference:Data/Scripts/Mobiles/Base/StoreSalesList.cs:L24203:Shipwright;Housing:docs/wiki/Flip_Deed.md;Housing:docs/wiki/Housing_System.md;Housing...","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","Reviewed"
"Housing","Regions","Housing;Economy","World;PvP;Government","DependsOn","Dependency graph has hard source/runtime/save/project/config edges between these systems.","SourceVerified","45","45","0","0","DirectReference","574","11","11","MaintenanceCoupling","Shared runtime or persistence surface; player objective impact requires source review before behavior changes.","False","Review exact edges before moving files or changing behavior.","Housing->Regions:DirectReference:Data/Scripts/Items/Houses/AdvertiserVendor.cs:L12:Region;Housing->Regions:DirectReference:Data/Scripts/Items/Houses/BaseHouse.cs:L4476:BaseRegion;Housing->Regions:DirectReference:Data/Scripts/Items/Houses/Deeds.cs:L33:Region;Housing->Regions:DirectReference:Data/Scripts/Items/Houses/HouseFoundation.cs:L2279:Region;Housing:docs/wiki/Flip_Deed.md;Housing:docs/wiki/Housing_System.md;Housing:docs/wiki/offline-skill-training.md:L38;Housing:docs/wiki/SystemAudit.md:...","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","Reviewed"
"Housing","PlayerMobile Core","Housing;Economy","Core;Progression;Combat","DependsOn","Dependency graph has hard source/runtime/save/project/config edges between these systems.","SourceVerified","7","7","0","0","DirectReference","268","13","18","MaintenanceCoupling","Shared runtime or persistence surface; player objective impact requires source review before behavior changes.","False","Review exact edges before moving files or changing behavior.","Housing->PlayerMobile Core:DirectReference:Data/Scripts/Items/Houses/HouseFoundation.cs:L2392:PlayerMobile;Housing->PlayerMobile Core:DirectReference:Data/Scripts/Items/Houses/Monopoly/Items/TownHouseSign.cs:L1669:PlayerMobile;Housing->PlayerMobile Core:DirectReference:Data/Scripts/Items/Houses/Remodeling/Gumps/ConfirmRemoveGump.cs:L48:PlayerMobile;Housing->PlayerMobile Core:DirectReference:Data/Scripts/Items/Houses/Remodeling/LawnItem.cs:L173:PlayerMobile;Housing:docs/wiki/Flip_Deed.md;Housi...","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","Reviewed"
"Housing","Vendor Core","Housing;Economy","Economy","DependsOn","Dependency graph has hard source/runtime/save/project/config edges between these systems.","SourceVerified","28","28","0","0","DirectReference","416","19","25","MaintenanceCoupling","Shared runtime or persistence surface; player objective impact requires source review before behavior changes.","False","Review exact edges before moving files or changing behavior.","Housing->Vendor Core:DirectReference:Data/Scripts/Items/Houses/AdvertiserVendor.cs:L19:Vendor;Housing->Vendor Core:DirectReference:Data/Scripts/Items/Houses/BaseHouse.cs:L22:Vendor;Housing->Vendor Core:DirectReference:Data/Scripts/Items/Houses/HousePlacementTool.cs:L308:Vendor;Housing->Vendor Core:DirectReference:Data/Scripts/Items/Houses/HouseSign.cs:L239:Vendor;Housing:docs/wiki/Flip_Deed.md;Housing:docs/wiki/Housing_System.md;Housing:docs/wiki/offline-skill-training.md:L38;Housing:docs/wik...","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","Reviewed"
"Housing","Obsolete Scripts","Housing;Economy","Legacy;Documentation","DependsOn","Dependency graph has hard source/runtime/save/project/config edges between these systems.","SourceVerified","1","1","0","0","DirectReference","279","8","7","MaintenanceCoupling","Shared runtime or persistence surface; player objective impact requires source review before behavior changes.","False","Review exact edges before moving files or changing behavior.","Housing:docs/wiki/Flip_Deed.md;Housing:docs/wiki/Housing_System.md;Housing:docs/wiki/offline-skill-training.md:L38;Housing:docs/wiki/SystemAudit.md:L71;Obsolete Scripts->Housing:DirectReference:Data/Scripts/System/Obsolete/Obsolete.cs:L4875:BaseHouse;Obsolete Scripts:docs/wiki/Magery_Spell_Color_Setting.md;Obsolete Scripts:docs/wiki/Obsolete_Script_Collection.md;Obsolete Scripts:docs/wiki/SystemAudit.md:L103","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","Reviewed"
"Boats","Regions","Travel;Housing","World;PvP;Government","DependsOn;DocRisk","Boat movement and placement are region-sensitive world interactions.;Dependency graph has hard source/runtime/save/project/config edges between these systems.","SourceVerified","13","13","0","0","DirectReference","367","11","9","DocumentationRisk;MaintenanceCoupling;TravelPolicyDependency","Shared runtime or persistence surface; player objective impact requires source review before behavior changes.;Travel and exploration goals.","False","Review exact edges before moving files or changing behavior.;Review region assumptions before boat or travel cleanup.","Boats->Regions:DirectReference:Data/Scripts/Custom/BoatNavigationTotem/BoatNavigationTotam.cs:L86:Region;Boats->Regions:DirectReference:Data/Scripts/Items/Boats/BaseBoat.cs:L1207:Region;Boats->Regions:DirectReference:Data/Scripts/Items/Boats/BaseBoatDeed.cs:L6:Region;Boats->Regions:DirectReference:Data/Scripts/Items/Boats/BaseDockedBoat.cs:L5:Region;Boats:docs/wiki/Boat_Core_Mechanics.md;Boats:docs/wiki/boat-navigation-control.md;Boats:docs/wiki/SystemAudit.md:L15;Boats:docs/wiki/SystemAudit....","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","Reviewed"
